"","Sex","Age","U","Value"
"68","Male",67,"u1",-918.532738058369
"69","Male",68,"u1",-912.136252459842
"70","Male",69,"u1",-906.383275982463
"71","Male",70,"u1",-898.957617661795
"72","Male",71,"u1",-894.771472425331
"73","Male",72,"u1",-886.571859700211
"74","Male",73,"u1",-880.364881220462
"75","Male",74,"u1",-873.663980962381
"76","Male",75,"u1",-867.152059938673
"77","Male",76,"u1",-860.971901694516
"78","Male",77,"u1",-855.379120719939
"79","Male",78,"u1",-847.72881481004
"80","Male",79,"u1",-841.609175035002
"81","Male",80,"u1",-834.112513928303
"82","Male",81,"u1",-829.130421468096
"83","Male",82,"u1",-820.99547564384
"84","Male",83,"u1",-814.454389579312
"85","Male",84,"u1",-807.082899538375
"86","Male",85,"u1",-801.201109539345
"87","Male",86,"u1",-794.414593007095
"88","Male",87,"u1",-788.226256371346
"89","Male",88,"u1",-782.002146234755
"90","Male",89,"u1",-776.047166526054
"91","Male",90,"u1",-769.218630640593
"92","Male",91,"u1",-764.472127063864
"93","Male",92,"u1",-757.807278773336
"94","Male",93,"u1",-752.189874733845
"95","Male",94,"u1",-746.561940128674
"96","Male",95,"u1",-740.554712108574
"97","Male",96,"u1",-735.167759550535
"98","Male",97,"u1",-729.935382576262
"99","Male",98,"u1",-724.864831795535
"100","Male",99,"u1",-719.962857318429
"101","Male",100,"u1",-715.235620082984
"102","Male",101,"u1",-710.688437779277
"103","Male",102,"u1",-706.325982951617
"104","Male",103,"u1",-702.151825511828
"105","Male",104,"u1",-698.168490700673
"106","Male",105,"u1",-694.377612488991
"107","Male",106,"u1",-690.779476201024
"108","Male",107,"u1",-687.373416486217
"109","Male",108,"u1",-684.157637563933
"110","Male",109,"u1",-681.129251914189
"111","Male",0,"u2",-47.9157430297685
"112","Male",1,"u2",-81.7449765218871
"113","Male",2,"u2",-75.8550440806141
"114","Male",3,"u2",-74.8515308730942
"115","Male",4,"u2",-67.1633521315991
"116","Male",5,"u2",-63.5337091523649
"117","Male",6,"u2",-63.4273049968133
"118","Male",7,"u2",-59.48098861496
"119","Male",8,"u2",-55.3264225448525
"120","Male",9,"u2",-53.1591015994996
"121","Male",10,"u2",-49.6302161986225
"122","Male",11,"u2",-45.5910720628719
"123","Male",12,"u2",-41.9397262476175
"124","Male",13,"u2",-39.1253717659155
"125","Male",14,"u2",-31.3357542933248
"126","Male",15,"u2",-26.4076178835239
"127","Male",16,"u2",-17.5423129941674
"128","Male",17,"u2",-13.5871419509383
"129","Male",18,"u2",-6.88169362162474
"130","Male",19,"u2",-8.03877277235297
"131","Male",20,"u2",-10.0032092351539
"132","Male",21,"u2",-10.7718815541776
"133","Male",22,"u2",-12.7747576551563
"134","Male",23,"u2",-12.9436792240465
"135","Male",24,"u2",-12.6021065231966
"136","Male",25,"u2",-11.5479217101151
"137","Male",26,"u2",-10.8103715676097
"138","Male",27,"u2",-9.5321865147315
"139","Male",28,"u2",-8.03321958881896
"140","Male",29,"u2",-6.80605043566695
"141","Male",30,"u2",-9.00249540414313
"142","Male",31,"u2",-5.29730596853331
"143","Male",32,"u2",-6.03368260949243
"144","Male",33,"u2",-4.46151329357851
"145","Male",34,"u2",-3.79750177730361
"146","Male",35,"u2",-4.12871042519036
"147","Male",36,"u2",-2.8045347026994
"148","Male",37,"u2",-2.51709514045401
"149","Male",38,"u2",0.0987225721998007
"150","Male",39,"u2",1.39815276434765
"151","Male",40,"u2",0.884613639816597
"152","Male",41,"u2",4.00981309200323
"153","Male",42,"u2",4.15436385361649
"154","Male",43,"u2",6.85060724439651
"155","Male",44,"u2",7.5292369842264
"156","Male",45,"u2",8.80846866671656
"157","Male",46,"u2",10.5330617673209
"158","Male",47,"u2",11.8421136027007
"159","Male",48,"u2",12.3021342975028
"160","Male",49,"u2",13.754916269019
"161","Male",50,"u2",13.812123185429
"162","Male",51,"u2",15.7278347468088
"163","Male",52,"u2",16.0864224396463
"164","Male",53,"u2",16.7471885003471
"165","Male",54,"u2",17.9036181712432
"166","Male",55,"u2",19.0873624780793
"167","Male",56,"u2",19.6846594612399
"168","Male",57,"u2",20.6669042209944
"169","Male",58,"u2",20.6640041613703
"170","Male",59,"u2",21.0460540334751
"171","Male",60,"u2",20.3930504855209
"172","Male",61,"u2",21.3524485430511
"173","Male",62,"u2",20.8155981434778
"174","Male",63,"u2",20.9230921669321
"175","Male",64,"u2",20.9440534523918
"176","Male",65,"u2",20.9097408728801
"177","Male",66,"u2",21.4814886554225
"178","Male",67,"u2",21.4368280308477
"179","Male",68,"u2",21.4159213431711
"180","Male",69,"u2",21.477470089667
"181","Male",70,"u2",20.0839457715971
"182","Male",71,"u2",21.341390021256
"183","Male",72,"u2",20.2008186051503
"184","Male",73,"u2",20.3115024201852
"185","Male",74,"u2",20.0501642433895
"186","Male",75,"u2",19.9600677692031
"187","Male",76,"u2",20.195513741241
"188","Male",77,"u2",20.494786338978
"189","Male",78,"u2",20.106332145834
"190","Male",79,"u2",20.4457279949681
"191","Male",80,"u2",20.4759295615506
"192","Male",81,"u2",21.7659391181669
"193","Male",82,"u2",20.9960019524872
"194","Male",83,"u2",21.2283869471042
"195","Male",84,"u2",20.9164272846689
"196","Male",85,"u2",21.8765413782534
"197","Male",86,"u2",22.4029133072046
"198","Male",87,"u2",23.1167053082254
"199","Male",88,"u2",23.486484947879
"200","Male",89,"u2",24.3948629855686
"201","Male",90,"u2",24.3322052969496
"202","Male",91,"u2",26.1887195622885
"203","Male",92,"u2",26.3767030779477
"204","Male",93,"u2",27.1844321164509
"205","Male",94,"u2",27.6219025260297
"206","Male",95,"u2",26.9249917752947
"207","Male",96,"u2",27.3830668865983
"208","Male",97,"u2",27.8353011960392
"209","Male",98,"u2",28.2795202323549
"210","Male",99,"u2",28.7134252749567
"211","Male",100,"u2",29.1346726389954
"212","Male",101,"u2",29.5409184419189
"213","Male",102,"u2",29.9298646439265
"214","Male",103,"u2",30.2994178451098
"215","Male",104,"u2",30.647636796056
"216","Male",105,"u2",30.9728836941961
"217","Male",106,"u2",31.273776495659
"218","Male",107,"u2",31.5493734736283
"219","Male",108,"u2",31.7989167986036
"220","Male",109,"u2",32.0222516727048
"221","Male",0,"u3",5.65643029624509
"222","Male",1,"u3",4.23197954448236
"223","Male",2,"u3",6.21168345358214
"224","Male",3,"u3",13.7151579454927
"225","Male",4,"u3",12.1074291671107
"226","Male",5,"u3",12.2328470542486
"227","Male",6,"u3",14.2172464407913
"228","Male",7,"u3",14.5099003631929
"229","Male",8,"u3",14.22805998608
"230","Male",9,"u3",17.9993043278467
"231","Male",10,"u3",13.2728652677768
"232","Male",11,"u3",14.2457371216472
"233","Male",12,"u3",12.5201725658596
"234","Male",13,"u3",11.0222767094985
"235","Male",14,"u3",4.94923932603036
"236","Male",15,"u3",3.46671795798759
"237","Male",16,"u3",-0.455148267971696
"238","Male",17,"u3",-3.05602631060615
"239","Male",18,"u3",-6.2837366395466
"240","Male",19,"u3",-8.55353538610516
"241","Male",20,"u3",-8.45649794003718
"242","Male",21,"u3",-10.6144378362911
"243","Male",22,"u3",-10.9779701034501
"244","Male",23,"u3",-12.3486605126669
"245","Male",24,"u3",-12.4913950930767
"246","Male",25,"u3",-13.7510477272196
"247","Male",26,"u3",-13.8719147157964
"248","Male",27,"u3",-14.2888710595631
"249","Male",28,"u3",-15.3299488778035
"250","Male",29,"u3",-14.7047723092342
"251","Male",30,"u3",-14.3247352848845
"252","Male",31,"u3",-15.1002032541218
"253","Male",32,"u3",-14.4250159749681
"254","Male",33,"u3",-14.7132602193571
"255","Male",34,"u3",-15.081762642749
"256","Male",35,"u3",-14.3459973330711
"257","Male",36,"u3",-13.3062038130022
"258","Male",37,"u3",-13.1301680567214
"259","Male",38,"u3",-13.4126308798436
"260","Male",39,"u3",-12.3812929452224
"261","Male",40,"u3",-12.5523212236977
"262","Male",41,"u3",-11.6448153900428
"263","Male",42,"u3",-10.7363493534702
"264","Male",43,"u3",-10.9189138366247
"265","Male",44,"u3",-10.0256289505428
"266","Male",45,"u3",-9.4367250133626
"267","Male",46,"u3",-8.92412781659692
"268","Male",47,"u3",-8.39077910370055
"269","Male",48,"u3",-7.92590152694399
"270","Male",49,"u3",-7.2496339981323
"271","Male",50,"u3",-6.91068631673294
"272","Male",51,"u3",-6.03861392260765
"273","Male",52,"u3",-5.79407225915388
"274","Male",53,"u3",-4.87191609262127
"275","Male",54,"u3",-4.48973867531984
"276","Male",55,"u3",-4.21698619282096
"277","Male",56,"u3",-3.22294700740828
"278","Male",57,"u3",-2.59985663925928
"279","Male",58,"u3",-2.17794528309934
"280","Male",59,"u3",-2.00604535435511
"281","Male",60,"u3",-2.50473841918544
"282","Male",61,"u3",-1.42882670098005
"283","Male",62,"u3",-1.31126431180331
"284","Male",63,"u3",-0.648434198580772
"285","Male",64,"u3",-0.49060408485549
"286","Male",65,"u3",-0.101538490320862
"287","Male",66,"u3",0.492516828683443
"288","Male",67,"u3",0.911748133625625
"289","Male",68,"u3",1.19437884762032
"290","Male",69,"u3",1.93881256572999
"291","Male",70,"u3",1.67669420781977
"292","Male",71,"u3",3.39504733908216
"293","Male",72,"u3",2.72771999893982
"294","Male",73,"u3",2.97637629282027
"295","Male",74,"u3",3.13300129348149
"296","Male",75,"u3",3.12185753607743
"297","Male",76,"u3",4.01283452584565
"298","Male",77,"u3",5.25279175764474
"299","Male",78,"u3",4.39218074966466
"300","Male",79,"u3",4.73013635057602
"301","Male",80,"u3",4.08264394296268
"302","Male",81,"u3",4.55713914939463
"303","Male",82,"u3",5.10164233467528
"304","Male",83,"u3",5.61703542197277
"305","Male",84,"u3",6.17322288334516
"306","Male",85,"u3",6.56064422548695
"307","Male",86,"u3",7.34452286543748
"308","Male",87,"u3",7.83233935935959
"309","Male",88,"u3",8.2121938189557
"310","Male",89,"u3",8.754883420566
"311","Male",90,"u3",8.83206929366499
"312","Male",91,"u3",9.70795502389085
"313","Male",92,"u3",10.1392574860712
"314","Male",93,"u3",10.6291862467206
"315","Male",94,"u3",11.0657950912566
"316","Male",95,"u3",11.1543161852351
"317","Male",96,"u3",11.4936222843651
"318","Male",97,"u3",11.8091606423071
"319","Male",98,"u3",12.1000822141564
"320","Male",99,"u3",12.3656928465581
"321","Male",100,"u3",12.6055457893113
"322","Male",101,"u3",12.8193314544929
"323","Male",102,"u3",13.0069372182715
"324","Male",103,"u3",13.1686209341117
"325","Male",104,"u3",13.3046756658313
"326","Male",105,"u3",13.4157816073646
"327","Male",106,"u3",13.5026667715073
"328","Male",107,"u3",13.5664663712878
"329","Male",108,"u3",13.6082474130204
"330","Male",109,"u3",13.6294275641474
"331","Male",0,"u4",5.05885053030028
"332","Male",1,"u4",-1.15063768648862
"333","Male",2,"u4",-0.903760352595208
"334","Male",3,"u4",4.81163219700759
"335","Male",4,"u4",1.69770097082407
"336","Male",5,"u4",3.01577836151589
"337","Male",6,"u4",5.59149841740507
"338","Male",7,"u4",6.6344670043985
"339","Male",8,"u4",8.91631803258025
"340","Male",9,"u4",5.45478099465875
"341","Male",10,"u4",1.98287299209779
"342","Male",11,"u4",0.544279435732151
"343","Male",12,"u4",0.402947480947819
"344","Male",13,"u4",1.6555919364831
"345","Male",14,"u4",-3.60425554981762
"346","Male",15,"u4",-5.15331877456425
"347","Male",16,"u4",-7.47322197949278
"348","Male",17,"u4",-6.69966520174765
"349","Male",18,"u4",-10.9867227267551
"350","Male",19,"u4",-11.5836169046727
"351","Male",20,"u4",-12.4709764907347
"352","Male",21,"u4",-14.5272286623719
"353","Male",22,"u4",-11.3179765025662
"354","Male",23,"u4",-12.398980924389
"355","Male",24,"u4",-11.9724502295814
"356","Male",25,"u4",-11.2549172156047
"357","Male",26,"u4",-11.8046083573572
"358","Male",27,"u4",-10.506678698689
"359","Male",28,"u4",-8.79066572193398
"360","Male",29,"u4",-8.36505181405864
"361","Male",30,"u4",-7.64555127657286
"362","Male",31,"u4",-7.2206255259241
"363","Male",32,"u4",-4.87590696672031
"364","Male",33,"u4",-4.15490368110197
"365","Male",34,"u4",-3.11631448516483
"366","Male",35,"u4",-1.40614646101082
"367","Male",36,"u4",-0.968191291650264
"368","Male",37,"u4",-2.08105149083409
"369","Male",38,"u4",0.533559066858005
"370","Male",39,"u4",1.02109230957913
"371","Male",40,"u4",3.39772673835738
"372","Male",41,"u4",2.67507014140504
"373","Male",42,"u4",4.55738795022969
"374","Male",43,"u4",4.19035202265714
"375","Male",44,"u4",4.62791197224556
"376","Male",45,"u4",5.54182704850389
"377","Male",46,"u4",5.94797582965037
"378","Male",47,"u4",6.61630435205225
"379","Male",48,"u4",7.01072665146861
"380","Male",49,"u4",7.15848957878991
"381","Male",50,"u4",7.92202527050032
"382","Male",51,"u4",7.29221570016341
"383","Male",52,"u4",8.11438926897321
"384","Male",53,"u4",7.96453533039896
"385","Male",54,"u4",8.32251868519831
"386","Male",55,"u4",8.06987158972703
"387","Male",56,"u4",8.51848060273944
"388","Male",57,"u4",8.39783934729758
"389","Male",58,"u4",9.19296004869921
"390","Male",59,"u4",8.5775689276802
"391","Male",60,"u4",9.57007496390895
"392","Male",61,"u4",8.18484676814401
"393","Male",62,"u4",9.06256675149678
"394","Male",63,"u4",8.81388873052468
"395","Male",64,"u4",8.88760474522942
"396","Male",65,"u4",9.12874337296265
"397","Male",66,"u4",7.61142511424131
"398","Male",67,"u4",7.96005034284618
"399","Male",68,"u4",7.84822639057491
"400","Male",69,"u4",6.97876925603918
"401","Male",70,"u4",7.58599836349883
"402","Male",71,"u4",5.75334312240571
"403","Male",72,"u4",6.83677374415199
"404","Male",73,"u4",6.42521915708804
"405","Male",74,"u4",6.47499560148046
"406","Male",75,"u4",6.35156408223941
"407","Male",76,"u4",5.83894686276346
"408","Male",77,"u4",4.18333696631731
"409","Male",78,"u4",5.1787540369316
"410","Male",79,"u4",3.95237388144059
"411","Male",80,"u4",4.30105835799136
"412","Male",81,"u4",2.81728727847723
"413","Male",82,"u4",2.6602459219216
"414","Male",83,"u4",1.85433071575125
"415","Male",84,"u4",1.60283080921909
"416","Male",85,"u4",0.606361634949364
"417","Male",86,"u4",0.0128502852905216
"418","Male",87,"u4",-0.88835078609861
"419","Male",88,"u4",-1.57074421997908
"420","Male",89,"u4",-2.59711044371917
"421","Male",90,"u4",-2.80555019552426
"422","Male",91,"u4",-4.35165037731956
"423","Male",92,"u4",-4.49850825541576
"424","Male",93,"u4",-5.16037556741798
"425","Male",94,"u4",-5.55713956122232
"426","Male",95,"u4",-6.29085275479186
"427","Male",96,"u4",-6.8327972600134
"428","Male",97,"u4",-7.3436519927582
"429","Male",98,"u4",-7.82181843691365
"430","Male",99,"u4",-8.26600756959439
"431","Male",100,"u4",-8.67500423091986
"432","Male",101,"u4",-9.04800950713165
"433","Male",102,"u4",-9.38448436479785
"434","Male",103,"u4",-9.68416071459203
"435","Male",104,"u4",-9.94717292041278
"436","Male",105,"u4",-10.1739155909671
"437","Male",106,"u4",-10.3651819737777
"438","Male",107,"u4",-10.5220534793383
"439","Male",108,"u4",-10.6459694067737
"440","Male",109,"u4",-10.7386032890747
"441","Female",0,"u1",-955.099873838341
"442","Female",1,"u1",-1102.0069388848
"443","Female",2,"u1",-1145.98355639383
"444","Female",3,"u1",-1170.49156742334
"445","Female",4,"u1",-1185.56993824499
"446","Female",5,"u1",-1198.44868197738
"447","Female",6,"u1",-1208.17018654179
"448","Female",7,"u1",-1218.91287945314
"449","Female",8,"u1",-1226.81204435164
"450","Female",9,"u1",-1232.25707554694
"451","Female",10,"u1",-1234.65611293393
"452","Female",11,"u1",-1234.95962981818
"453","Female",12,"u1",-1231.56919867986
"454","Female",13,"u1",-1224.433668985
"455","Female",14,"u1",-1214.40424227117
"456","Female",15,"u1",-1202.75051077822
"457","Female",16,"u1",-1191.17727895239
"458","Female",17,"u1",-1184.54986297287
"459","Female",18,"u1",-1177.08003717845
"460","Female",19,"u1",-1174.18244844653
"461","Female",20,"u1",-1172.03051734446
"462","Female",21,"u1",-1171.58098815063
"463","Female",22,"u1",-1169.28217625975
"464","Female",23,"u1",-1168.41770575087
"465","Female",24,"u1",-1166.39355111936
"466","Female",25,"u1",-1163.95324595601
"467","Female",26,"u1",-1161.48873718861
"468","Female",27,"u1",-1158.87169695388
"469","Female",28,"u1",-1156.54302165839
"470","Female",29,"u1",-1151.72224924068
"471","Female",30,"u1",-1147.44878157778
"472","Female",31,"u1",-1146.44082756719
"473","Female",32,"u1",-1141.34054307456
"474","Female",33,"u1",-1137.89129224763
"475","Female",34,"u1",-1132.61609484794
"476","Female",35,"u1",-1127.2199308288
"477","Female",36,"u1",-1123.61939266542
"478","Female",37,"u1",-1120.00976241982
"479","Female",38,"u1",-1113.24826803244
"480","Female",39,"u1",-1109.73394982911
"481","Female",40,"u1",-1103.98109917988
"482","Female",41,"u1",-1101.04750761607
"483","Female",42,"u1",-1093.91130438211
"484","Female",43,"u1",-1089.88795381575
"485","Female",44,"u1",-1085.02764374619
"486","Female",45,"u1",-1079.13522779721
"487","Female",46,"u1",-1075.03521027322
"488","Female",47,"u1",-1069.43647036363
"489","Female",48,"u1",-1063.53252907794
"490","Female",49,"u1",-1058.1610307102
"491","Female",50,"u1",-1051.53740374276
"492","Female",51,"u1",-1048.4635603313
"493","Female",52,"u1",-1041.2983656204
"494","Female",53,"u1",-1037.04303990334
"495","Female",54,"u1",-1031.27733934073
"496","Female",55,"u1",-1026.31616585164
"497","Female",56,"u1",-1020.4631159395
"498","Female",57,"u1",-1015.42195432092
"499","Female",58,"u1",-1009.06645555236
"500","Female",59,"u1",-1003.56276716551
"501","Female",60,"u1",-995.818191499068
"502","Female",61,"u1",-991.556716946525
"503","Female",62,"u1",-983.661405547162
"504","Female",63,"u1",-977.990050854531
"505","Female",64,"u1",-971.347891960622
"506","Female",65,"u1",-964.284765092563
"507","Female",66,"u1",-959.046057152065
"508","Female",67,"u1",-952.056217284898
"509","Female",68,"u1",-944.781338730571
"510","Female",69,"u1",-938.304795292326
"511","Female",70,"u1",-929.123938575766
"512","Female",71,"u1",-924.439119421677
"513","Female",72,"u1",-915.086328279584
"514","Female",73,"u1",-908.095189848682
"515","Female",74,"u1",-900.192588002305
"516","Female",75,"u1",-892.554039595996
"517","Female",76,"u1",-885.407493692247
"518","Female",77,"u1",-878.840512899731
"519","Female",78,"u1",-869.989863025076
"520","Female",79,"u1",-863.11714124481
"521","Female",80,"u1",-854.53969074057
"522","Female",81,"u1",-849.149478695686
"523","Female",82,"u1",-839.985132286531
"524","Female",83,"u1",-832.53329818243
"525","Female",84,"u1",-824.438728273787
"526","Female",85,"u1",-817.567140284216
"527","Female",86,"u1",-810.152608365679
"528","Female",87,"u1",-803.513405172417
"529","Female",88,"u1",-796.606642184633
"530","Female",89,"u1",-790.027450312278
"531","Female",90,"u1",-782.139400201092
"532","Female",91,"u1",-777.311323715227
"533","Female",92,"u1",-769.92161855742
"534","Female",93,"u1",-763.738096471875
"535","Female",94,"u1",-757.384629787371
"536","Female",95,"u1",-750.421117133362
"537","Female",96,"u1",-744.331290815934
"538","Female",97,"u1",-738.402357227356
"539","Female",98,"u1",-732.644312877067
"540","Female",99,"u1",-727.066995020827
"541","Female",100,"u1",-721.679698893116
"542","Female",101,"u1",-716.49105027739
"543","Female",102,"u1",-711.508696663266
"544","Female",103,"u1",-706.739396561233
"545","Female",104,"u1",-702.188492179792
"546","Female",105,"u1",-697.859960803352
"547","Female",106,"u1",-693.756389461684
"548","Female",107,"u1",-689.878544421275
"549","Female",108,"u1",-686.225817222721
"550","Female",109,"u1",-682.795814778515
"551","Female",0,"u2",-33.9089966589595
"552","Female",1,"u2",-70.9310880725901
"553","Female",2,"u2",-69.4996692269948
"554","Female",3,"u2",-65.6737016521294
"555","Female",4,"u2",-59.2074639750608
"556","Female",5,"u2",-58.0708211077115
"557","Female",6,"u2",-56.002509585723
"558","Female",7,"u2",-54.3825065549373
"559","Female",8,"u2",-50.4574010562854
"560","Female",9,"u2",-47.9089677140551
"561","Female",10,"u2",-47.1356851553558
"562","Female",11,"u2",-46.3858801666776
"563","Female",12,"u2",-43.275988656068
"564","Female",13,"u2",-41.0372441236889
"565","Female",14,"u2",-36.6187409924352
"566","Female",15,"u2",-31.4741044262814
"567","Female",16,"u2",-26.8144712321099
"568","Female",17,"u2",-25.5408368299459
"569","Female",18,"u2",-21.6860626897409
"570","Female",19,"u2",-22.3714293246885
"571","Female",20,"u2",-23.9044993871132
"572","Female",21,"u2",-25.991300727353
"573","Female",22,"u2",-26.4851274190852
"574","Female",23,"u2",-28.112570546346
"575","Female",24,"u2",-27.5055523891544
"576","Female",25,"u2",-26.2486281472198
"577","Female",26,"u2",-25.2159146690772
"578","Female",27,"u2",-24.0467156321922
"579","Female",28,"u2",-24.6738012226132
"580","Female",29,"u2",-19.4331802053937
"581","Female",30,"u2",-17.8259781238236
"582","Female",31,"u2",-17.8968211951264
"583","Female",32,"u2",-16.8937532737362
"584","Female",33,"u2",-15.8369914597088
"585","Female",34,"u2",-12.0732549227342
"586","Female",35,"u2",-8.55590240346178
"587","Female",36,"u2",-8.1559770858842
"588","Female",37,"u2",-7.27402816406198
"589","Female",38,"u2",-2.69158576414263
"590","Female",39,"u2",-2.49078295872601
"591","Female",40,"u2",-0.202307552618662
"592","Female",41,"u2",2.01332802106541
"593","Female",42,"u2",4.7783490260764
"594","Female",43,"u2",7.31287095448398
"595","Female",44,"u2",9.43745290363374
"596","Female",45,"u2",11.6559678163198
"597","Female",46,"u2",12.6397562728889
"598","Female",47,"u2",16.0984121200152
"599","Female",48,"u2",16.7371970103785
"600","Female",49,"u2",18.9237581288282
"601","Female",50,"u2",18.1537579641772
"602","Female",51,"u2",19.7864322676379
"603","Female",52,"u2",19.3726565586474
"604","Female",53,"u2",20.123253228807
"605","Female",54,"u2",20.6874518368307
"606","Female",55,"u2",21.6217435572822
"607","Female",56,"u2",22.071638638076
"608","Female",57,"u2",22.9608171192062
"609","Female",58,"u2",22.3085218156263
"610","Female",59,"u2",22.3173616657456
"611","Female",60,"u2",20.3777687728206
"612","Female",61,"u2",22.5945242755469
"613","Female",62,"u2",21.364370880746
"614","Female",63,"u2",20.9785526370065
"615","Female",64,"u2",20.9299005721905
"616","Female",65,"u2",20.8766840183097
"617","Female",66,"u2",21.3576342280398
"618","Female",67,"u2",21.890935179304
"619","Female",68,"u2",21.088718897734
"620","Female",69,"u2",21.6562332984168
"621","Female",70,"u2",19.9455059581528
"622","Female",71,"u2",21.4593340793977
"623","Female",72,"u2",20.3927315871975
"624","Female",73,"u2",20.9414324332026
"625","Female",74,"u2",21.1887992904546
"626","Female",75,"u2",21.0302081546182
"627","Female",76,"u2",21.8377250813135
"628","Female",77,"u2",22.5559428504916
"629","Female",78,"u2",22.4906056821585
"630","Female",79,"u2",23.4176192691902
"631","Female",80,"u2",23.8674253761227
"632","Female",81,"u2",26.0607101739449
"633","Female",82,"u2",25.5227630349208
"634","Female",83,"u2",26.2840200973116
"635","Female",84,"u2",26.3889396947553
"636","Female",85,"u2",27.367946104
"637","Female",86,"u2",28.4984053930203
"638","Female",87,"u2",29.5264145324305
"639","Female",88,"u2",30.2017224362254
"640","Female",89,"u2",31.5926137357037
"641","Female",90,"u2",31.1444306574631
"642","Female",91,"u2",33.447013770267
"643","Female",92,"u2",33.5262725577899
"644","Female",93,"u2",34.4440287372326
"645","Female",94,"u2",34.9856668867699
"646","Female",95,"u2",35.2003062190846
"647","Female",96,"u2",35.895466103818
"648","Female",97,"u2",36.5727288038102
"649","Female",98,"u2",37.2286803185916
"650","Female",99,"u2",37.8597640171839
"651","Female",100,"u2",38.4625180715496
"652","Female",101,"u2",39.0334849575385
"653","Female",102,"u2",39.569396611022
"654","Female",103,"u2",40.067254724691
"655","Female",104,"u2",40.5245118435746
"656","Female",105,"u2",40.9390521802442
"657","Female",106,"u2",41.309333288806
"658","Female",107,"u2",41.6344731683372
"659","Female",108,"u2",41.914273713633
"660","Female",109,"u2",42.1490704492958
"661","Female",0,"u3",13.4717779202489
"662","Female",1,"u3",9.90487609517765
"663","Female",2,"u3",5.56464234173972
"664","Female",3,"u3",0.833388884516004
"665","Female",4,"u3",7.02918023059263
"666","Female",5,"u3",1.11360013160452
"667","Female",6,"u3",-7.72827549279243
"668","Female",7,"u3",-12.9369311711489
"669","Female",8,"u3",-20.637291220268
"670","Female",9,"u3",-18.6247531077331
"671","Female",10,"u3",-23.7158899557136
"672","Female",11,"u3",-20.1945277137048
"673","Female",12,"u3",-15.5262866044246
"674","Female",13,"u3",-14.7450589293429
"675","Female",14,"u3",-10.0424976760701
"676","Female",15,"u3",-10.0302313947988
"677","Female",16,"u3",-2.27818152112202
"678","Female",17,"u3",-1.60098162761735
"679","Female",18,"u3",-0.567696273644098
"680","Female",19,"u3",1.24556164348291
"681","Female",20,"u3",-1.6903318391185
"682","Female",21,"u3",-3.63999210255673
"683","Female",22,"u3",-0.661082728975425
"684","Female",23,"u3",-0.789574178145333
