Iceland, Life expectancy at birth (cohort, 1x5)	Last modified: 24 Apr 2024;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
1838-1839     33.77    30.31    32.05
1840-1844     41.21    34.40    37.75
1845-1849     33.70    27.94    30.73
1850-1854     41.45    36.14    38.77
1855-1859     37.17    32.22    34.67
1860-1864     41.25    35.33    38.24
1865-1869     41.56    35.63    38.53
1870-1874     43.35    37.27    40.26
1875-1879     47.43    42.25    44.84
1880-1884     43.20    38.55    40.82
1885-1889     53.30    48.45    50.82
1890-1894     57.66    52.56    55.05
1895-1899     57.38    53.55    55.45
1900-1904     60.16    55.27    57.63
1905-1909     60.92    54.93    57.79
1910-1914     66.22    59.43    62.71
1915-1919     68.65    61.59    64.97
1920-1924     71.86    65.45    68.53
1925-1929     74.54    68.24    71.26
1930-1931     75.93    70.70    73.24
