Croatia, Life tables (period 5x10), Females	Last modified: 24 Feb 2022;  Methods Protocol: v6 (2017)

  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
2001-2009        0      0.00572  0.00569  0.14  100000     569   99509  7885708  78.86
2001-2009      1-4      0.00020  0.00081  1.57   99431      80  397528  7786199  78.31
2001-2009      5-9      0.00012  0.00061  2.38   99350      60  496594  7388672  74.37
2001-2009     10-14     0.00010  0.00052  2.59   99290      52  496325  6892078  69.41
2001-2009     15-19     0.00028  0.00141  2.90   99238     140  495897  6395753  64.45
2001-2009     20-24     0.00032  0.00158  2.50   99098     157  495101  5899856  59.54
2001-2009     25-29     0.00031  0.00156  2.56   98942     154  494332  5404755  54.63
2001-2009     30-34     0.00045  0.00224  2.65   98787     221  493417  4910424  49.71
2001-2009     35-39     0.00074  0.00370  2.73   98566     365  492001  4417007  44.81
2001-2009     40-44     0.00119  0.00592  2.68   98201     581  489655  3925006  39.97
2001-2009     45-49     0.00214  0.01065  2.69   97620    1039  485694  3435351  35.19
2001-2009     50-54     0.00345  0.01714  2.67   96581    1655  479048  2949657  30.54
2001-2009     55-59     0.00511  0.02525  2.66   94926    2397  469029  2470609  26.03
2001-2009     60-64     0.00816  0.04005  2.67   92529    3706  454019  2001579  21.63
2001-2009     65-69     0.01417  0.06863  2.72   88823    6096  430184  1547560  17.42
2001-2009     70-74     0.02614  0.12325  2.70   82726   10196  390133  1117376  13.51
2001-2009     75-79     0.05062  0.22619  2.65   72530   16406  324110   727243  10.03
2001-2009     80-84     0.09377  0.38126  2.55   56124   21398  228205   403134   7.18
2001-2009     85-89     0.16137  0.56870  2.41   34726   19749  122386   174928   5.04
2001-2009     90-94     0.25878  0.74400  2.14   14977   11143   43061    52543   3.51
2001-2009     95-99     0.39030  0.87746  1.86    3834    3364    8620     9482   2.47
2001-2009    100-104    0.53872  0.94673  1.57     470     445     826      862   1.84
2001-2009    105-109    0.68215  0.97609  1.34      25      24      36       37   1.46
2001-2009    110+       0.78598  1.00000  1.27       1       1       1        1   1.27
2010-2019        0      0.00373  0.00372  0.14  100000     372   99681  8073165  80.73
2010-2019      1-4      0.00016  0.00063  1.74   99628      62  398371  7973484  80.03
2010-2019      5-9      0.00010  0.00048  2.40   99566      48  497703  7575113  76.08
2010-2019     10-14     0.00010  0.00048  2.75   99518      48  497480  7077410  71.12
2010-2019     15-19     0.00017  0.00085  2.68   99470      84  497153  6579929  66.15
2010-2019     20-24     0.00020  0.00101  2.53   99385     101  496677  6082777  61.20
2010-2019     25-29     0.00027  0.00135  2.63   99284     134  496105  5586099  56.26
2010-2019     30-34     0.00034  0.00172  2.64   99151     171  495351  5089994  51.34
2010-2019     35-39     0.00058  0.00292  2.78   98980     289  494258  4594643  46.42
2010-2019     40-44     0.00096  0.00481  2.70   98691     475  492362  4100385  41.55
2010-2019     45-49     0.00170  0.00845  2.71   98216     830  489179  3608023  36.74
2010-2019     50-54     0.00288  0.01432  2.66   97386    1394  483674  3118843  32.03
2010-2019     55-59     0.00463  0.02290  2.71   95992    2198  474916  2635169  27.45
2010-2019     60-64     0.00709  0.03487  2.66   93793    3270  461317  2160254  23.03
2010-2019     65-69     0.01145  0.05577  2.68   90523    5048  440921  1698937  18.77
2010-2019     70-74     0.02004  0.09580  2.70   85475    8188  408577  1258015  14.72
2010-2019     75-79     0.03913  0.17944  2.69   77286   13868  354406   849439  10.99
2010-2019     80-84     0.07839  0.33016  2.61   63418   20938  267090   495033   7.81
2010-2019     85-89     0.14575  0.53075  2.44   42480   22546  154691   227943   5.37
2010-2019     90-94     0.24229  0.71951  2.18   19934   14343   59196    73252   3.67
2010-2019     95-99     0.38251  0.87336  1.89    5591    4883   12766    14056   2.51
2010-2019    100-104    0.54259  0.94864  1.57     708     672    1238     1290   1.82
2010-2019    105-109    0.69632  0.97822  1.32      36      36      51       52   1.43
2010-2019    110+       0.80479  1.00000  1.24       1       1       1        1   1.24
