Chile, Life tables (period 5x10), Females	Last modified: 18 Apr 2022;  Methods Protocol: v6 (2017)

  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
1992-1999        0      0.01107  0.01096  0.13  100000    1096   99042  7845644  78.46
1992-1999      1-4      0.00053  0.00211  1.56   98904     208  395107  7746602  78.32
1992-1999      5-9      0.00021  0.00107  2.36   98695     106  493197  7351495  74.49
1992-1999     10-14     0.00021  0.00107  2.59   98590     106  492693  6858298  69.56
1992-1999     15-19     0.00034  0.00172  2.59   98484     170  492011  6365605  64.64
1992-1999     20-24     0.00040  0.00199  2.50   98314     196  491081  5873594  59.74
1992-1999     25-29     0.00046  0.00232  2.62   98118     228  490051  5382513  54.86
1992-1999     30-34     0.00062  0.00310  2.65   97891     304  488741  4892461  49.98
1992-1999     35-39     0.00097  0.00483  2.69   97587     471  486846  4403720  45.13
1992-1999     40-44     0.00152  0.00757  2.70   97116     735  483890  3916874  40.33
1992-1999     45-49     0.00253  0.01259  2.69   96381    1213  479106  3432984  35.62
1992-1999     50-54     0.00406  0.02009  2.67   95168    1912  471384  2953878  31.04
1992-1999     55-59     0.00618  0.03048  2.66   93256    2843  459640  2482494  26.62
1992-1999     60-64     0.00979  0.04788  2.70   90413    4329  442093  2022854  22.37
1992-1999     65-69     0.01575  0.07595  2.66   86085    6538  415137  1580761  18.36
1992-1999     70-74     0.02641  0.12434  2.65   79547    9891  374526  1165625  14.65
1992-1999     75-79     0.04426  0.20026  2.62   69656   13949  315123   791098  11.36
1992-1999     80-84     0.07184  0.30566  2.56   55707   17027  237029   475975   8.54
1992-1999     85-89     0.12173  0.46524  2.47   38680   17995  147832   238946   6.18
1992-1999     90-94     0.19582  0.63843  2.28   20684   13205   67438    91114   4.40
1992-1999     95-99     0.29484  0.78965  2.06    7479    5906   20030    23676   3.17
1992-1999    100-104    0.42010  0.89503  1.79    1573    1408    3352     3646   2.32
1992-1999    105-109    0.55696  0.95114  1.54     165     157     282      294   1.78
1992-1999    110+       0.66740  1.00000  1.50       8       8      12       12   1.50
2000-2009        0      0.00776  0.00770  0.13  100000     770   99332  8062465  80.62
2000-2009      1-4      0.00036  0.00144  1.56   99230     143  396569  7963133  80.25
2000-2009      5-9      0.00016  0.00081  2.36   99086      81  495219  7566564  76.36
2000-2009     10-14     0.00018  0.00089  2.67   99006      88  494824  7071345  71.42
2000-2009     15-19     0.00029  0.00147  2.60   98918     146  494237  6576521  66.48
2000-2009     20-24     0.00035  0.00175  2.58   98772     172  493441  6082284  61.58
2000-2009     25-29     0.00042  0.00208  2.59   98599     205  492504  5588843  56.68
2000-2009     30-34     0.00054  0.00268  2.68   98394     264  491360  5096339  51.80
2000-2009     35-39     0.00077  0.00387  2.65   98130     379  489761  4604980  46.93
2000-2009     40-44     0.00121  0.00601  2.68   97751     588  487392  4115219  42.10
2000-2009     45-49     0.00198  0.00983  2.69   97163     955  483610  3627827  37.34
2000-2009     50-54     0.00318  0.01577  2.69   96208    1517  477533  3144216  32.68
2000-2009     55-59     0.00509  0.02513  2.68   94691    2380  467934  2666684  28.16
2000-2009     60-64     0.00820  0.04023  2.65   92311    3714  452833  2198750  23.82
2000-2009     65-69     0.01294  0.06280  2.66   88597    5564  429940  1745916  19.71
2000-2009     70-74     0.02104  0.10027  2.66   83033    8326  395687  1315977  15.85
2000-2009     75-79     0.03634  0.16742  2.65   74707   12508  344169   920290  12.32
2000-2009     80-84     0.06254  0.27151  2.57   62200   16888  270034   576122   9.26
2000-2009     85-89     0.10477  0.41523  2.50   45312   18815  179589   306087   6.76
2000-2009     90-94     0.17546  0.59876  2.35   26497   15865   90422   126498   4.77
2000-2009     95-99     0.27102  0.76063  2.12   10632    8087   29839    36076   3.39
2000-2009    100-104    0.39485  0.87950  1.85    2545    2238    5669     6237   2.45
2000-2009    105-109    0.53397  0.94465  1.58     307     290     543      569   1.85
2000-2009    110+       0.64808  1.00000  1.54      17      17      26       26   1.54
2010-2019        0      0.00654  0.00650  0.14  100000     650   99438  8192561  81.93
2010-2019      1-4      0.00026  0.00105  1.58   99350     104  397147  8093123  81.46
2010-2019      5-9      0.00013  0.00065  2.43   99246      64  496064  7695976  77.54
2010-2019     10-14     0.00015  0.00077  2.70   99181      76  495732  7199912  72.59
2010-2019     15-19     0.00027  0.00137  2.61   99105     136  495203  6704180  67.65
2010-2019     20-24     0.00033  0.00164  2.55   98970     163  494451  6208978  62.74
2010-2019     25-29     0.00038  0.00188  2.58   98807     186  493585  5714527  57.84
2010-2019     30-34     0.00050  0.00248  2.63   98621     245  492524  5220942  52.94
2010-2019     35-39     0.00072  0.00360  2.68   98376     354  491059  4728417  48.06
2010-2019     40-44     0.00111  0.00555  2.69   98022     544  488856  4237358  43.23
2010-2019     45-49     0.00170  0.00846  2.67   97478     825  485475  3748502  38.45
2010-2019     50-54     0.00263  0.01308  2.65   96654    1264  480303  3263028  33.76
2010-2019     55-59     0.00419  0.02077  2.69   95389    1981  472365  2782725  29.17
2010-2019     60-64     0.00672  0.03309  2.69   93408    3091  459909  2310360  24.73
2010-2019     65-69     0.01091  0.05322  2.67   90317    4806  440372  1850451  20.49
2010-2019     70-74     0.01764  0.08468  2.65   85511    7241  410532  1410079  16.49
2010-2019     75-79     0.02950  0.13800  2.66   78270   10801  366115   999547  12.77
2010-2019     80-84     0.05506  0.24372  2.65   67469   16443  298625   633432   9.39
2010-2019     85-89     0.10759  0.42590  2.55   51026   21732  201980   334807   6.56
2010-2019     90-94     0.18519  0.61771  2.31   29294   18095   97709   132827   4.53
2010-2019     95-99     0.29610  0.79377  2.08   11199    8889   30021    35118   3.14
2010-2019    100-104    0.44212  0.90918  1.76    2310    2100    4749     5097   2.21
2010-2019    105-109    0.59985  0.96257  1.47     210     202     337      347   1.66
2010-2019    110+       0.72284  1.00000  1.38       8       8      11       11   1.38
