Australia, Life expectancy at birth (period, 1x10)	Last modified: 10 Oct 2024;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
1921-1929     64.66    60.73    62.55
1930-1939     67.42    63.48    65.34
1940-1949     69.77    65.49    67.54
1950-1959     72.86    67.10    69.85
1960-1969     74.29    67.73    70.86
1970-1979     76.09    69.14    72.49
1980-1989     78.91    72.27    75.54
1990-1999     81.08    75.25    78.16
2000-2009     83.20    78.35    80.79
2010-2019     84.67    80.56    82.63
2020-2021     85.56    81.56    83.56
