Northern Ireland, Life expectancy at birth (period, 1x10)	Last modified: 21 Nov 2023;  Methods Protocol: v6 (2017)

  Year       Female    Male     Total
1922-1929     55.80    54.97    55.36
1930-1939     59.05    57.45    58.24
1940-1949     63.73    61.09    62.41
1950-1959     70.71    66.81    68.78
1960-1969     73.14    67.98    70.57
1970-1979     74.21    67.65    70.90
1980-1989     76.55    70.31    73.46
1990-1999     78.76    73.27    76.10
2000-2009     80.78    75.94    78.44
2010-2019     82.32    78.33    80.37
2020-2021     82.06    78.23    80.16
